Rollno,Name,Gender,Caste,PWD,Rank,prefl,Seat Allotted,Preference Number
XYZ1235,student3874,M,Gen,No,2394,"[['SVNIT', 'CSE'], ['NITT', 'ECE'], ['NITAP', 'CSE'], ['NITG', 'CSE'], ['NITT', 'MECH'], ['MNNIT', 'MECH'], ['NITK', 'ECE'], ['NITC', 'CSE'], ['NITB', 'MECH'], ['NITG', 'MECH']]","Sorry, you got no seat",0
XYZ1236,student1153,F,Res,Yes,3350,"[['MNNIT', 'CSE'], ['NITAP', 'ECE'], ['VNIT', 'MECH'], ['SVNIT', 'CSE'], ['VNIT', 'CSE'], ['SVNIT', 'MECH'], ['NITB', 'ECE'], ['NITAP', 'ECE'], ['NITG', 'MECH'], ['VNIT', 'MECH']]","['MNNIT', 'CSE']",1
XYZ1237,student713,M,Gen,No,3448,"[['NITG', 'MECH'], ['SVNIT', 'MECH'], ['SVNIT', 'ECE'], ['NITG', 'ECE'], ['SVNIT', 'CSE'], ['MNNIT', 'MECH'], ['NITC', 'ECE'], ['NITG', 'MECH'], ['VNIT', 'ECE'], ['NITG', 'MECH']]","Sorry, you got no seat",0
XYZ1239,student2685,M,Gen,No,122,"[['MNNIT', 'ECE'], ['NITK', 'MECH'], ['NITG', 'MECH'], ['SVNIT', 'MECH']]","['MNNIT', 'ECE']",1
XYZ1239,student648,M,Gen,No,699,"[['NITG', 'CSE'], ['NITT', 'MECH'], ['NITAP', 'MECH'], ['NITK', 'MECH'], ['NITT', 'ECE']]","['NITG', 'CSE']",1
XYZ1239,student1414,M,Res,No,3169,"[['NITT', 'CSE'], ['NITG', 'CSE'], ['SVNIT', 'CSE'], ['NITAP', 'ECE'], ['NITC', 'CSE'], ['NITK', 'ECE'], ['NITB', 'MECH'], ['NITK', 'MECH'], ['NITAP', 'ECE'], ['VNIT', 'MECH']]","['NITT', 'CSE']",1
XYZ1240,student1251,M,Gen,No,2998,"[['VNIT', 'CIVIL'], ['NITB', 'ECE'], ['NITB', 'MECH'], ['VNIT', 'MECH'], ['NITG', 'MECH'], ['NITK', 'CSE'], ['VNIT', 'CSE'], ['NITK', 'ECE'], ['NITT', 'CSE'], ['NITAP', 'ECE']]","Sorry, you got no seat",0
XYZ1241,student1501,F,Gen,No,4052,"[['NITK', 'ECE'], ['NITG', 'CSE'], ['NITT', 'ECE'], ['NITB', 'ECE'], ['VNIT', 'ECE'], ['MNNIT', 'MECH'], ['NITG', 'CSE'], ['NITG', 'CSE'], ['VNIT', 'CSE']]","Sorry, you got no seat",0
XYZ1242,student643,M,Gen,No,1262,"[['MNNIT', 'AGRI'], ['NITAP', 'CSE'], ['SVNIT', 'MECH'], ['NITAP', 'MECH'], ['NITB', 'ECE'], ['NITG', 'ECE'], ['NITK', 'CSE'], ['NITK', 'ECE'], ['NITG', 'CSE'], ['NITK', 'ECE']]","['MNNIT', 'AGRI']",1
XYZ1242,student3231,M,Gen,No,4984,"[['MNNIT', 'CSE'], ['NITT', 'MECH'], ['SVNIT', 'ECE'], ['MNNIT', 'MECH'], ['NITG', 'ECE'], ['NITG', 'CSE'], ['NITC', 'ECE'], ['NITG', 'MECH'], ['NITG', 'CSE'], ['NITG', 'MECH']]","Sorry, you got no seat",0
XYZ1242,student4278,M,Gen,No,2005,"[['NITK', 'CSE'], ['NITB', 'ECE'], ['NITG', 'CSE'], ['NITC', 'MECH'], ['NITG', 'CSE'], ['NITG', 'MECH'], ['VNIT', 'ECE'], ['NITT', 'CSE'], ['VNIT', 'ECE'], ['NITB', 'ECE']]","['NITK', 'CSE']",1
XYZ1243,student3639,F,Res,No,3417,"[['NITAP', 'CIVIL'], ['NITK', 'ECE'], ['NITT', 'ECE'], ['NITB', 'MECH'], ['NITT', 'ECE'], ['NITB', 'MECH'], ['NITG', 'MECH'], ['NITT', 'MECH'], ['NITK', 'MECH'], ['NITC', 'MECH']]","['NITK', 'MECH']",9
XYZ1244,student3361,M,Gen,No,4036,"[['NITB', 'CSE'], ['NITK', 'ECE'], ['MNNIT', 'ECE'], ['NITB', 'ECE'], ['NITK', 'CSE'], ['NITG', 'ECE'], ['SVNIT', 'MECH'], ['NITB', 'ECE'], ['NITT', 'ECE'], ['NITB', 'ECE']]","Sorry, you got no seat",0
XYZ1245,student600,M,Gen,No,2178,"[['MNNIT', 'CSE'], ['NITG', 'MECH'], ['NITC', 'CSE'], ['NITK', 'ECE'], ['SVNIT', 'ECE']]","Sorry, you got no seat",0
XYZ1245,student4288,M,Res,No,3616,"[['NITK', 'CSE'], ['NITG', 'ECE'], ['VNIT', 'CSE'], ['NITG', 'CSE'], ['NITG', 'ECE'], ['VNIT', 'ECE'], ['NITG', 'ECE'], ['NITB', 'CSE'], ['NITT', 'CSE'], ['NITG', 'CSE']]","['NITK', 'CSE']",1
XYZ1249,student741,M,Gen,No,4117,"[['NITB', 'CSE'], ['NITK', 'CSE'], ['NITG', 'MECH'], ['NITG', 'CSE'], ['NITAP', 'ECE']]","Sorry, you got no seat",0
XYZ1249,student2725,F,Gen,No,4751,"[['SVNIT', 'AGRI'], ['NITC', 'MECH'], ['NITK', 'MECH'], ['MNNIT', 'MECH'], ['MNNIT', 'ECE'], ['NITC', 'ECE'], ['NITT', 'ECE'], ['NITC', 'CSE'], ['VNIT', 'ECE'], ['NITG', 'MECH']]","Sorry, you got no seat",0
XYZ1250,student851,F,Gen,No,625,"[['MNNIT', 'ECE'], ['NITB', 'CSE'], ['VNIT', 'CSE'], ['NITAP', 'MECH'], ['NITT', 'MECH'], ['SVNIT', 'ECE']]","['MNNIT', 'ECE']",1
XYZ1252,student2571,M,Gen,No,1342,"[['MNNIT', 'ECE'], ['NITAP', 'MECH'], ['SVNIT', 'CSE'], ['NITK', 'MECH'], ['VNIT', 'CSE'], ['SVNIT', 'MECH']]","['MNNIT', 'ECE']",1
XYZ1252,student3604,M,Gen,No,1473,"[['NITC', 'MECH'], ['NITAP', 'CSE'], ['NITB', 'MECH'], ['NITAP', 'MECH'], ['NITG', 'MECH'], ['NITB', 'CSE'], ['SVNIT', 'MECH'], ['NITB', 'ECE'], ['SVNIT', 'MECH'], ['NITG', 'CSE']]","['NITB', 'MECH']",3
XYZ1252,student2701,F,Res,No,2054,"[['NITB', 'MECH'], ['NITT', 'MECH'], ['NITG', 'CSE'], ['NITG', 'MECH'], ['NITAP', 'ECE'], ['SVNIT', 'ECE'], ['NITAP', 'MECH']]","['NITB', 'MECH']",1
XYZ1257,student2307,F,Gen,No,1356,"[['NITT', 'ECE'], ['MNNIT', 'CSE'], ['VNIT', 'ECE'], ['NITG', 'ECE'], ['MNNIT', 'ECE'], ['NITG', 'ECE'], ['NITG', 'ECE'], ['VNIT', 'CSE']]","['MNNIT', 'CSE']",2
XYZ1258,student3862,M,Res,No,4511,"[['NITT', 'CIVIL'], ['NITG', 'ECE'], ['MNNIT', 'ECE'], ['NITB', 'CSE'], ['NITAP', 'CSE'], ['NITK', 'MECH'], ['VNIT', 'MECH'], ['SVNIT', 'MECH'], ['NITT', 'CSE'], ['NITG', 'MECH']]","['NITT', 'CIVIL']",1
XYZ1258,student2598,M,Gen,No,1516,"[['NITB', 'CIVIL'], ['NITC', 'ECE'], ['MNNIT', 'ECE'], ['NITAP', 'MECH'], ['NITK', 'MECH'], ['NITG', 'CSE'], ['NITT', 'ECE'], ['NITT', 'MECH'], ['NITG', 'ECE'], ['NITC', 'ECE']]","['NITB', 'CIVIL']",1
XYZ1259,student2764,F,Gen,No,3688,"[['VNIT', 'ECE'], ['NITB', 'ECE'], ['NITC', 'MECH'], ['NITG', 'MECH'], ['MNNIT', 'MECH'], ['VNIT', 'MECH']]","Sorry, you got no seat",0
XYZ1259,student3143,F,Gen,Yes,714,"[['SVNIT', 'CSE'], ['MNNIT', 'CSE'], ['NITB', 'CSE'], ['NITC', 'MECH'], ['VNIT', 'MECH'], ['NITK', 'MECH'], ['NITB', 'CSE'], ['NITK', 'MECH'], ['NITG', 'MECH'], ['VNIT', 'ECE']]","['SVNIT', 'CSE']",1
XYZ1267,student3041,M,Gen,No,595,"[['NITAP', 'AGRI'], ['NITG', 'CSE'], ['NITG', 'MECH']]","['NITAP', 'AGRI']",1
XYZ1267,student3256,M,Gen,No,4562,"[['NITG', 'AGRI'], ['MNNIT', 'MECH'], ['NITK', 'MECH'], ['MNNIT', 'ECE'], ['VNIT', 'MECH'], ['NITC', 'CSE'], ['NITT', 'MECH'], ['NITC', 'ECE'], ['NITAP', 'ECE'], ['NITG', 'CSE']]","Sorry, you got no seat",0
XYZ1267,student2896,M,Gen,No,1808,"[['NITG', 'CSE'], ['NITT', 'MECH'], ['NITB', 'ECE'], ['NITK', 'MECH'], ['MNNIT', 'ECE'], ['SVNIT', 'MECH'], ['NITC', 'ECE'], ['NITT', 'MECH'], ['NITK', 'CSE'], ['MNNIT', 'MECH']]","['NITK', 'MECH']",4
XYZ1270,student1195,M,Gen,No,4532,"[['NITG', 'AGRI'], ['NITB', 'CSE'], ['NITG', 'MECH'], ['NITAP', 'CSE'], ['NITG', 'CSE'], ['NITB', 'MECH'], ['NITG', 'ECE'], ['NITT', 'CSE'], ['NITG', 'CSE'], ['NITG', 'CSE']]","Sorry, you got no seat",0
XYZ1270,student3216,F,Res,No,3935,"[['NITK', 'ECE'], ['NITAP', 'CSE'], ['VNIT', 'CSE'], ['NITG', 'MECH'], ['VNIT', 'MECH'], ['NITG', 'MECH'], ['SVNIT', 'ECE'], ['NITB', 'MECH'], ['NITK', 'CSE'], ['VNIT', 'MECH']]","Sorry, you got no seat",0
XYZ1275,student3931,M,Res,No,229,"[['MNNIT', 'AGRI'], ['MNNIT', 'MECH'], ['MNNIT', 'MECH'], ['NITB', 'MECH'], ['NITT', 'MECH'], ['MNNIT', 'ECE']]","['MNNIT', 'AGRI']",1
XYZ1277,student1217,F,Gen,No,3695,"[['NITAP', 'ECE'], ['SVNIT', 'CSE'], ['NITAP', 'CSE'], ['NITK', 'MECH'], ['NITB', 'CSE'], ['VNIT', 'ECE'], ['NITK', 'MECH']]","Sorry, you got no seat",0
XYZ1277,student3072,F,Res,No,3451,"[['SVNIT', 'MECH'], ['NITB', 'ECE'], ['SVNIT', 'ECE'], ['NITT', 'CSE'], ['NITAP', 'MECH'], ['NITT', 'MECH'], ['NITAP', 'ECE']]","['NITT', 'CSE']",4
XYZ1277,student2235,M,Res,No,4429,"[['NITG', 'ECE'], ['MNNIT', 'MECH'], ['VNIT', 'MECH'], ['NITB', 'MECH'], ['NITT', 'ECE'], ['NITAP', 'CSE'], ['NITAP', 'ECE'], ['VNIT', 'MECH'], ['NITT', 'CSE'], ['MNNIT', 'CSE']]","Sorry, you got no seat",0
XYZ1279,student4332,M,Gen,No,1252,"[['NITG', 'ECE'], ['NITG', 'CSE'], ['SVNIT', 'CSE'], ['NITG', 'CSE'], ['VNIT', 'CSE'], ['NITT', 'MECH'], ['MNNIT', 'ECE'], ['NITK', 'MECH'], ['MNNIT', 'ECE'], ['VNIT', 'ECE']]","['NITG', 'CSE']",2
XYZ1280,student2780,M,Res,No,1740,"[['NITT', 'CSE'], ['NITG', 'CSE'], ['SVNIT', 'CSE'], ['MNNIT', 'ECE'], ['MNNIT', 'MECH'], ['NITT', 'CSE'], ['NITG', 'ECE'], ['NITK', 'MECH'], ['VNIT', 'MECH'], ['NITB', 'CSE']]","['NITT', 'CSE']",1
XYZ1280,student4956,M,Res,No,2369,"[['NITK', 'MECH'], ['VNIT', 'CSE'], ['NITT', 'MECH'], ['NITAP', 'CSE'], ['SVNIT', 'CSE'], ['NITB', 'ECE'], ['NITG', 'CSE'], ['NITK', 'CSE'], ['MNNIT', 'MECH'], ['NITC', 'ECE']]","['NITK', 'MECH']",1
XYZ1280,student2815,M,Gen,No,4778,"[['NITB', 'AGRI'], ['NITG', 'MECH'], ['MNNIT', 'ECE'], ['NITT', 'ECE'], ['VNIT', 'MECH']]","Sorry, you got no seat",0
XYZ1281,student1118,F,Gen,No,2182,"[['SVNIT', 'CSE'], ['MNNIT', 'ECE'], ['NITC', 'CSE'], ['SVNIT', 'ECE'], ['NITG', 'CSE'], ['NITB', 'MECH'], ['NITG', 'CSE'], ['NITB', 'CSE'], ['MNNIT', 'MECH'], ['NITB', 'ECE']]","['MNNIT', 'MECH']",9
XYZ1282,student1333,F,Res,No,497,"[['SVNIT', 'AGRI'], ['SVNIT', 'CSE'], ['NITC', 'ECE'], ['NITK', 'MECH'], ['SVNIT', 'CSE'], ['VNIT', 'MECH'], ['NITAP', 'ECE']]","['SVNIT', 'AGRI']",1
XYZ1282,student1837,M,Res,No,934,"[['SVNIT', 'AGRI'], ['NITK', 'MECH'], ['NITB', 'CSE']]","['SVNIT', 'AGRI']",1
XYZ1282,student965,M,Gen,No,414,"[['NITAP', 'ECE'], ['NITK', 'MECH'], ['NITG', 'CSE'], ['NITK', 'CSE'], ['MNNIT', 'MECH'], ['VNIT', 'CSE'], ['NITB', 'CSE'], ['NITT', 'ECE'], ['NITB', 'ECE']]","['NITAP', 'ECE']",1
XYZ1285,student1879,M,Res,No,2603,"[['NITC', 'AGRI'], ['NITAP', 'ECE'], ['NITB', 'ECE']]","['NITAP', 'ECE']",2
XYZ1285,student201,F,Gen,No,3565,"[['NITC', 'ECE'], ['NITT', 'CSE'], ['NITAP', 'MECH'], ['NITK', 'MECH'], ['NITT', 'ECE'], ['MNNIT', 'MECH'], ['NITG', 'ECE'], ['VNIT', 'MECH'], ['NITT', 'MECH'], ['NITK', 'MECH']]","Sorry, you got no seat",0
XYZ1287,student4306,M,Gen,No,1638,"[['NITG', 'CSE'], ['NITK', 'CSE'], ['NITT', 'CSE']]","['NITK', 'CSE']",2
XYZ1288,student4237,M,Res,No,4833,"[['NITB', 'ECE'], ['NITB', 'CSE'], ['NITT', 'MECH'], ['VNIT', 'ECE'], ['VNIT', 'ECE'], ['NITB', 'MECH'], ['VNIT', 'CSE'], ['NITT', 'CSE'], ['NITK', 'MECH'], ['NITT', 'ECE']]","Sorry, you got no seat",0
XYZ1289,student3365,F,Gen,No,1230,"[['NITC', 'CSE'], ['NITK', 'CSE'], ['NITG', 'ECE'], ['NITG', 'CSE'], ['NITT', 'ECE'], ['NITC', 'MECH'], ['VNIT', 'ECE']]","['NITC', 'CSE']",1
XYZ1289,student1360,F,Res,No,2335,"[['NITK', 'CSE'], ['SVNIT', 'MECH'], ['NITK', 'ECE'], ['NITAP', 'CSE'], ['NITG', 'CSE'], ['NITT', 'ECE'], ['NITG', 'ECE'], ['NITG', 'CSE'], ['SVNIT', 'ECE'], ['NITB', 'MECH']]","['NITK', 'CSE']",1
XYZ1289,student3255,M,Gen,No,1233,"[['NITB', 'CIVIL'], ['NITT', 'ECE'], ['NITG', 'ECE'], ['NITG', 'ECE'], ['SVNIT', 'CSE'], ['VNIT', 'CSE'], ['NITT', 'ECE'], ['NITT', 'CSE'], ['NITT', 'ECE'], ['NITB', 'ECE']]","['NITB', 'CIVIL']",1
XYZ1290,student4166,F,Res,No,2188,"[['VNIT', 'ECE'], ['VNIT', 'CSE'], ['NITK', 'ECE'], ['NITC', 'CSE']]","['VNIT', 'ECE']",1
XYZ1291,student2002,M,Gen,No,3842,"[['NITG', 'AGRI'], ['VNIT', 'ECE'], ['NITT', 'CSE'], ['NITAP', 'MECH'], ['SVNIT', 'CSE'], ['NITC', 'CSE'], ['NITK', 'ECE'], ['MNNIT', 'ECE']]","Sorry, you got no seat",0
XYZ1293,student4225,F,Gen,No,2847,"[['VNIT', 'MECH'], ['MNNIT', 'MECH'], ['NITG', 'CSE'], ['MNNIT', 'MECH'], ['NITB', 'ECE'], ['NITG', 'CSE'], ['NITG', 'MECH'], ['SVNIT', 'CSE'], ['NITAP', 'ECE'], ['NITB', 'CSE']]","Sorry, you got no seat",0
XYZ1293,student3353,M,Gen,No,2381,"[['VNIT', 'CIVIL'], ['NITG', 'MECH'], ['NITK', 'CSE'], ['NITK', 'CSE'], ['NITG', 'MECH'], ['NITT', 'ECE'], ['NITK', 'MECH'], ['NITG', 'ECE'], ['NITG', 'ECE'], ['NITK', 'ECE']]","['VNIT', 'CIVIL']",1
XYZ1295,student615,F,Gen,No,183,"[['NITG', 'MECH'], ['NITB', 'MECH'], ['MNNIT', 'MECH'], ['MNNIT', 'ECE'], ['MNNIT', 'CSE'], ['NITC', 'ECE']]","['NITG', 'MECH']",1
XYZ1296,student4610,M,Gen,No,4451,"[['NITC', 'ECE'], ['NITT', 'MECH'], ['NITG', 'ECE'], ['NITT', 'CSE'], ['NITT', 'ECE']]","Sorry, you got no seat",0
XYZ1297,student1702,M,Gen,No,4296,"[['NITK', 'CSE'], ['NITG', 'MECH'], ['NITC', 'ECE']]","Sorry, you got no seat",0
XYZ1299,student3399,M,Res,No,4996,"[['NITG', 'AGRI'], ['SVNIT', 'ECE'], ['SVNIT', 'CSE'], ['SVNIT', 'CSE']]","Sorry, you got no seat",0
XYZ1300,student2990,M,Gen,No,4143,"[['NITB', 'MECH'], ['NITK', 'MECH'], ['NITT', 'MECH'], ['NITK', 'CSE'], ['MNNIT', 'ECE'], ['NITK', 'ECE']]","Sorry, you got no seat",0
XYZ1300,student4381,F,Gen,No,1214,"[['NITG', 'CIVIL'], ['NITT', 'MECH'], ['SVNIT', 'ECE'], ['NITAP', 'CSE'], ['VNIT', 'CSE'], ['NITT', 'MECH'], ['NITG', 'MECH'], ['NITG', 'CSE'], ['NITC', 'MECH'], ['SVNIT', 'CSE']]","['NITG', 'CIVIL']",1
XYZ1301,student4046,F,Res,No,4043,"[['SVNIT', 'CIVIL'], ['SVNIT', 'MECH'], ['NITC', 'MECH'], ['SVNIT', 'MECH'], ['NITAP', 'MECH'], ['NITT', 'CSE'], ['NITAP', 'MECH'], ['NITC', 'CSE'], ['VNIT', 'ECE'], ['NITG', 'MECH']]","Sorry, you got no seat",0
XYZ1303,student4879,F,Gen,No,4738,"[['MNNIT', 'CSE'], ['VNIT', 'CSE'], ['NITG', 'MECH'], ['NITG', 'ECE'], ['NITK', 'MECH'], ['NITK', 'MECH'], ['NITAP', 'CSE'], ['NITG', 'CSE'], ['VNIT', 'MECH'], ['NITK', 'MECH']]","Sorry, you got no seat",0
XYZ1304,student4823,M,Res,Yes,4608,"[['SVNIT', 'CSE'], ['VNIT', 'MECH'], ['MNNIT', 'ECE'], ['VNIT', 'MECH']]","['SVNIT', 'CSE']",1
XYZ1305,student1818,M,Gen,No,3874,"[['NITAP', 'CSE'], ['NITT', 'CSE'], ['NITC', 'CSE'], ['NITG', 'CSE'], ['NITG', 'MECH'], ['NITG', 'MECH'], ['NITAP', 'CSE'], ['NITK', 'MECH'], ['NITB', 'ECE'], ['NITC', 'ECE']]","Sorry, you got no seat",0
XYZ1306,student4674,M,Gen,No,907,"[['NITC', 'MECH'], ['NITK', 'CSE'], ['NITK', 'ECE'], ['NITT', 'CSE']]","['NITK', 'CSE']",2
XYZ1307,student3,M,Res,No,26,"[['NITB', 'AGRI'], ['VNIT', 'MECH'], ['NITK', 'ECE'], ['SVNIT', 'CSE'], ['NITG', 'CSE'], ['NITT', 'MECH'], ['NITAP', 'MECH'], ['NITB', 'MECH'], ['NITAP', 'ECE'], ['NITK', 'CSE']]","['NITB', 'AGRI']",1
XYZ1309,student299,M,Res,No,3601,"[['NITK', 'ECE'], ['SVNIT', 'ECE'], ['NITG', 'MECH'], ['MNNIT', 'MECH'], ['SVNIT', 'CSE'], ['NITAP', 'ECE'], ['SVNIT', 'MECH'], ['NITT', 'MECH'], ['NITG', 'ECE'], ['VNIT', 'CSE']]","['VNIT', 'CSE']",10
XYZ1312,student2036,M,Res,No,4549,"[['NITG', 'AGRI'], ['NITC', 'MECH'], ['VNIT', 'ECE']]","Sorry, you got no seat",0
XYZ1312,student103,F,Gen,No,1410,"[['NITB', 'ECE'], ['NITC', 'ECE'], ['NITT', 'ECE'], ['NITG', 'ECE'], ['NITK', 'ECE'], ['NITK', 'CSE'], ['NITT', 'MECH'], ['NITC', 'MECH'], ['SVNIT', 'MECH'], ['MNNIT', 'MECH']]","['NITK', 'ECE']",5
XYZ1312,student2118,M,Gen,No,1748,"[['NITC', 'ECE'], ['NITG', 'CSE'], ['NITT', 'ECE'], ['SVNIT', 'MECH'], ['NITB', 'MECH'], ['NITB', 'MECH'], ['NITG', 'CSE'], ['VNIT', 'ECE'], ['NITG', 'CSE'], ['NITT', 'CSE']]","['SVNIT', 'MECH']",4
XYZ1314,student1638,M,Res,No,1223,"[['NITK', 'CIVIL'], ['NITB', 'ECE'], ['NITG', 'ECE']]","['NITK', 'CIVIL']",1
XYZ1314,student4061,F,Gen,No,3099,"[['NITB', 'AGRI'], ['NITC', 'CSE'], ['NITG', 'MECH'], ['NITT', 'MECH'], ['NITB', 'ECE']]","Sorry, you got no seat",0
XYZ1316,student3239,F,Gen,No,941,"[['VNIT', 'ECE'], ['NITAP', 'ECE'], ['NITG', 'ECE'], ['MNNIT', 'CSE'], ['NITAP', 'ECE'], ['NITC', 'CSE']]","['VNIT', 'ECE']",1
XYZ1317,student4466,M,Gen,No,480,"[['NITK', 'MECH'], ['NITK', 'CSE'], ['VNIT', 'CSE'], ['VNIT', 'MECH'], ['VNIT', 'CSE'], ['NITAP', 'CSE'], ['SVNIT', 'MECH'], ['NITC', 'CSE'], ['MNNIT', 'CSE'], ['NITB', 'MECH']]","['NITK', 'MECH']",1
XYZ1317,student2878,M,Res,No,813,"[['NITB', 'CIVIL'], ['NITB', 'MECH'], ['NITB', 'CSE'], ['NITT', 'CSE'], ['NITK', 'ECE'], ['SVNIT', 'ECE']]","['NITB', 'CIVIL']",1
XYZ1317,student501,M,Gen,No,1412,"[['NITC', 'MECH'], ['NITB', 'MECH'], ['NITB', 'ECE'], ['NITK', 'ECE'], ['NITAP', 'CSE'], ['NITT', 'CSE'], ['NITG', 'ECE'], ['VNIT', 'CSE'], ['NITG', 'MECH'], ['NITAP', 'CSE']]","['NITB', 'MECH']",2
XYZ1319,student365,F,Res,No,2323,"[['NITB', 'MECH'], ['SVNIT', 'ECE'], ['NITG', 'ECE'], ['SVNIT', 'ECE'], ['NITK', 'MECH'], ['MNNIT', 'ECE'], ['NITB', 'ECE'], ['NITB', 'MECH'], ['NITC', 'CSE'], ['VNIT', 'ECE']]","['NITB', 'MECH']",1
XYZ1320,student2605,M,Gen,No,504,"[['NITG', 'ECE'], ['NITT', 'ECE'], ['NITC', 'ECE']]","['NITG', 'ECE']",1
XYZ1321,student4679,F,Gen,No,3641,"[['NITT', 'ECE'], ['NITG', 'CSE'], ['NITK', 'ECE'], ['NITG', 'CSE'], ['NITC', 'ECE'], ['NITB', 'MECH'], ['NITC', 'CSE'], ['NITC', 'ECE'], ['NITAP', 'ECE']]","Sorry, you got no seat",0
XYZ1322,student4861,M,Gen,No,236,"[['NITK', 'ECE'], ['NITB', 'ECE'], ['SVNIT', 'CSE'], ['SVNIT', 'MECH'], ['VNIT', 'CSE'], ['NITAP', 'ECE'], ['VNIT', 'MECH'], ['NITT', 'CSE'], ['NITG', 'MECH'], ['NITG', 'CSE']]","['NITK', 'ECE']",1
XYZ1322,student3628,F,Res,No,1346,"[['NITC', 'AGRI'], ['NITAP', 'CSE'], ['NITAP', 'CSE'], ['NITG', 'MECH'], ['NITB', 'MECH'], ['NITB', 'ECE'], ['NITT', 'ECE'], ['NITG', 'CSE'], ['SVNIT', 'ECE'], ['NITG', 'ECE']]","['NITC', 'AGRI']",1
XYZ1322,student717,M,Gen,No,2931,"[['NITK', 'ECE'], ['NITG', 'CSE'], ['VNIT', 'ECE'], ['NITG', 'ECE'], ['NITG', 'ECE'], ['NITT', 'MECH'], ['NITG', 'MECH'], ['VNIT', 'CSE'], ['NITB', 'ECE'], ['NITG', 'ECE']]","Sorry, you got no seat",0
XYZ1323,student404,F,Gen,No,3530,"[['NITAP', 'MECH'], ['NITB', 'CSE'], ['NITC', 'MECH'], ['MNNIT', 'ECE']]","Sorry, you got no seat",0
XYZ1324,student743,M,Res,No,3365,"[['NITG', 'CIVIL'], ['NITB', 'MECH'], ['NITC', 'ECE'], ['NITAP', 'CSE'], ['MNNIT', 'ECE']]","['NITG', 'CIVIL']",1
XYZ1325,student2876,M,Res,No,1010,"[['SVNIT', 'ECE'], ['NITG', 'CSE'], ['NITAP', 'ECE'], ['NITT', 'ECE'], ['SVNIT', 'CSE'], ['NITC', 'MECH'], ['VNIT', 'MECH'], ['NITB', 'ECE'], ['NITAP', 'ECE'], ['SVNIT', 'CSE']]","['SVNIT', 'ECE']",1
XYZ1327,student951,F,Res,No,4035,"[['NITC', 'CSE'], ['NITT', 'MECH'], ['NITG', 'MECH']]","Sorry, you got no seat",0
XYZ1328,student1120,F,Res,No,1148,"[['NITG', 'MECH'], ['NITC', 'ECE'], ['MNNIT', 'MECH'], ['MNNIT', 'CSE'], ['VNIT', 'CSE'], ['NITAP', 'MECH'], ['MNNIT', 'CSE'], ['MNNIT', 'CSE'], ['NITK', 'ECE'], ['NITK', 'ECE']]","['NITG', 'MECH']",1
XYZ1329,student3602,F,Gen,No,3635,"[['SVNIT', 'AGRI'], ['NITK', 'CSE'], ['NITC', 'CSE'], ['NITC', 'ECE'], ['NITC', 'MECH'], ['NITK', 'ECE'], ['NITAP', 'MECH'], ['NITK', 'MECH'], ['NITK', 'CSE'], ['NITAP', 'ECE']]","Sorry, you got no seat",0
XYZ1330,student2599,M,Res,No,3956,"[['VNIT', 'CIVIL'], ['NITG', 'MECH'], ['NITT', 'MECH'], ['SVNIT', 'CSE'], ['NITG', 'MECH'], ['NITT', 'CSE'], ['VNIT', 'ECE'], ['MNNIT', 'CSE'], ['NITG', 'ECE'], ['NITG', 'MECH']]","['VNIT', 'CIVIL']",1
XYZ1330,student1228,M,Gen,No,752,"[['NITK', 'AGRI'], ['MNNIT', 'CSE'], ['VNIT', 'CSE'], ['MNNIT', 'CSE'], ['NITG', 'CSE']]","['NITK', 'AGRI']",1
XYZ1330,student2122,M,Gen,No,4100,"[['NITC', 'ECE'], ['SVNIT', 'CSE'], ['NITB', 'CSE'], ['VNIT', 'CSE'], ['NITAP', 'MECH'], ['NITT', 'ECE'], ['NITK', 'ECE'], ['NITC', 'CSE'], ['NITG', 'CSE'], ['VNIT', 'ECE']]","Sorry, you got no seat",0
XYZ1332,student470,M,Res,No,4314,"[['NITB', 'AGRI'], ['SVNIT', 'MECH'], ['NITG', 'MECH'], ['NITC', 'MECH'], ['NITG', 'CSE'], ['NITC', 'ECE'], ['MNNIT', 'ECE'], ['NITC', 'MECH'], ['NITB', 'ECE'], ['VNIT', 'CSE']]","Sorry, you got no seat",0
XYZ1332,student4141,M,Gen,No,3495,"[['NITG', 'AGRI'], ['MNNIT', 'ECE'], ['MNNIT', 'MECH'], ['NITG', 'CSE'], ['NITT', 'ECE'], ['NITB', 'ECE'], ['NITB', 'CSE']]","Sorry, you got no seat",0
XYZ1332,student3681,M,Gen,No,882,"[['NITG', 'CSE'], ['NITB', 'ECE'], ['NITB', 'CSE'], ['NITAP', 'MECH'], ['NITT', 'MECH'], ['NITG', 'ECE']]","['NITG', 'CSE']",1
XYZ1333,student2355,M,Res,No,1691,"[['NITG', 'AGRI'], ['VNIT', 'MECH'], ['MNNIT', 'CSE'], ['NITAP', 'MECH'], ['NITT', 'MECH'], ['SVNIT', 'MECH'], ['NITG', 'CSE'], ['NITK', 'MECH'], ['NITK', 'ECE'], ['NITK', 'MECH']]","['VNIT', 'MECH']",2
XYZ1333,student590,M,Res,No,3752,"[['NITC', 'CIVIL'], ['NITK', 'ECE'], ['NITG', 'MECH'], ['NITT', 'ECE'], ['NITG', 'ECE'], ['SVNIT', 'ECE'], ['NITB', 'MECH']]","['NITC', 'CIVIL']",1
